Relacion; Herrera (freq. relat.); P2 (freq. relat.);Pacheco (freq. relat.);Media;SD;Herrera (z-score);P2 (z-score);Pacheco;P2vsHerrera;P2vsPacheco
PR VM VM;2,01;1,16;1,63;1,6;0,425793377;0,962908354;-1,033365063;0,070456709;1,996273417;1,103821772
CC SP DP;1,53;1,9;0,82;1,416666667;0,548847277;0,206493387;0,880633564;-1,087126951;0,674140176;1,967760515
SP PR VM;1,63;1,7;1,23;1,52;0,253574447;0,433797654;0,709850706;-1,14364836;0,276053052;1,853499066
DP NC DA;1,68;1,63;1,02;1,443333333;0,36746882;0,644045574;0,507979607;-1,152025181;0,136065966;1,660004788
NC CC DA;1,58;1,56;1,84;1,66;0,156204994;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
RN VM VM;1,73;1,63;0,21;1,19;0,850176452;0,635162264;0,517539622;-1,152701886;0,117622641;1,670241508
NC CC AQ;1,51;1,66;1,63;1,6;0,079372539;-1,133893419;0,755928946;0,377964473;1,889822365;0,377964473
RG PP VM;2,01;1,12;0,82;1,316666667;0,618896868;1,12027281;-0,317769691;-0,802503118;1,438042501;0,484733427
VM NC CC;1,78;1,36;0,82;1,32;0,481248377;0,95584738;0,083117163;-1,038964544;0,872730217;1,122081707
NC AQ CS;1,43;1,59;1,84;1,62;0,206639783;-0,919474445;-0,145180176;1,064654621;0,77429427;1,209834796
VM RG VM;1,61;1,53;0,62;1,253333333;0,549939391;0,648556319;0,503085743;-1,151642061;0,145470576;1,654727804
VM PP VM;1,61;1,53;0,41;1,183333333;0,670919767;0,635942907;0,516703612;-1,152646519;0,119239295;1,66935013
RG VM DA;1,71;1,26;1,02;1,33;0,350285598;1,084829072;-0,199836934;-0,884992138;1,284666006;0,685155203
NC RG AQ;1,53;1,36;1,84;1,576666667;0,243378991;-0,191744844;-0,890243918;1,081988762;0,698499074;1,97223268
VM SP DD;1,53;1,43;1,43;1,463333333;0,057735027;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC NC VM;1,56;1,26;1,84;1,553333333;0,290057466;0,022983951;-1,011293858;0,988309906;1,034277809;1,999603764
RG SP DA;1,43;1,39;1,84;1,553333333;0,249064918;-0,49518549;-0,655786189;1,150971679;0,160600699;1,806757868
NP SP DA;1,41;1,29;2,45;1,716666667;0,637913265;-0,480734112;-0,66884746;1,149581571;0,188113348;1,818429031
AQ NC DA;1,21;1,56;2,25;1,673333333;0,529181758;-0,87556558;-0,21416712;1,089732701;0,66139846;1,303899821
NC CC RG;1,51;1,46;0,21;1,06;0,736545993;0,61095981;0,543075387;-1,154035197;0,067884423;1,697110583
CC RG VM;1,81;1,02;0,41;1,08;0,701925922;1,039995785;-0,085479106;-0,954516679;1,12547489;0,869037573
VM AQ CC;1,38;1,59;0,41;1,126666667;0,629470677;0,402454542;0,736068176;-1,138522719;0,333613634;1,874590895
SP NP VM;1,93;0,65;1,63;1,403333333;0,669427616;0,786741769;-1,125339492;0,338597723;1,91208126;1,463937215
PP VM RG;1,81;1,02;0,21;1,013333333;0,800020833;0,995807401;0,008333116;-1,004140518;0,987474285;1,012473634
NP VM SP;1,31;1,36;2,04;1,57;0,40779897;-0,637569045;-0,514959613;1,152528659;0,122609432;1,667488272
VM PP SP;1,43;1,46;0,41;1,1;0,597745765;0,552074175;0,602262736;-1,15433691;0,050188561;1,756599646
CC VM VM;1,03;1,8;1,63;1,486666667;0,404516172;-1,128920667;0,774587903;0,354332764;1,90350857;0,420255139
VM DD NC;1,33;1,46;0,82;1,203333333;0,338279963;0,374443303;0,758740377;-1,13318368;0,384297074;1,891924057
VM AQ SP;1,13;1,66;0,82;1,203333333;0,42477445;-0,172640641;1,075080356;-0,902439714;1,247720997;1,97752007
DI NC VM;1,21;1,49;1,23;1,31;0,156204994;-0,6401844;1,152331919;-0,51214752;1,792516319;1,664479439
NC VM RG;1,43;1,26;0,82;1,17;0,314801525;0,825917219;0,285894422;-1,111811641;0,540022797;1,397706064
CS VM DA;1,21;1,43;1,63;1,423333333;0,21007935;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
NC SP AQ;1,08;1,73;0,41;1,073333333;0,660025252;0,010100624;0,994911429;-1,005012053;0,984810805;1,999923482
VM VM CC;1,41;1,12;1,23;1,253333333;0,146401275;1,070118185;-0,91073888;-0,159379304;1,980857065;0,751359576
DP NC PR;1,56;1,02;0,62;1,066666667;0,471734389;1,045786242;-0,098925726;-0,946860516;1,144711967;0,847934791
CS RN VM;1,21;1,46;0,62;1,096666667;0,431315816;0,26276183;0,842383515;-1,105145345;0,579621685;1,94752886
DI NC SP;1,33;1,16;1,23;1,24;0,085440037;1,053370325;-0,936329178;-0,117041147;1,989699502;0,81928803
VM SP DI;1,21;1,29;1,43;1,31;0,111355287;-0,89802651;-0,179605302;1,077631812;0,718421208;1,257237114
SP NC DA;1,28;1,12;1,63;1,343333333;0,260832002;-0,242812741;-0,856234402;1,099047143;0,613421661;1,955281545
CC AQ SP;1,23;1,19;1,43;1,283333333;0,12858201;-0,414780678;-0,725866186;1,140646864;0,311085508;1,866513051
DA NC DA;0,96;1,32;2,65;1,643333333;0,890187246;-0,767628762;-0,363219463;1,130848224;0,404409299;1,494067687
DA NC NP;1,08;1,32;1,63;1,343333333;0,275741425;-0,955000989;-0,084620341;1,03962133;0,870380648;1,12424167
SP DA VM;1,33;1,02;1,23;1,193333333;0,158219257;0,863780232;-1,095526148;0,231745916;1,95930638;1,327272064
CS VM VM;1,08;1,36;1,23;1,223333333;0,140118997;-1,022940046;0,97536144;0,047578607;1,998301486;0,927782833
NC DP NC;1,33;1,12;0,62;1,023333333;0,364737348;0,840787674;0,265030897;-1,105818571;0,575756777;1,370849468
NC CC DP;1,31;1,22;0,21;0,913333333;0,610764548;0,649459219;0,502102926;-1,151562145;0,147356293;1,653665071
CC DA AQ;1,16;1,36;0,62;1,046666667;0,382796726;0,296066621;0,81853713;-1,114603751;0,522470508;1,933140881
RG DP NC;1,51;0,85;0,62;0,993333333;0,461988456;1,118354063;-0,310253063;-0,808101;1,428607126;0,497847938
RN VM DA;1,18;1,26;0,82;1,086666667;0,234378611;0,398216087;0,739544161;-1,137760248;0,341328074;1,877304409
CC RN VM;1,16;1,32;0,41;0,963333333;0,485832619;0,40480334;0,734134871;-1,138938211;0,329331531;1,873073081
CC NC CC;1,46;0,85;0,82;1,043333333;0,361155553;1,153704168;-0,535318734;-0,618385434;1,689022902;0,0830667
VM RN VM;1,31;1,16;0,21;0,893333333;0,596517672;0,698498445;0,447039005;-1,14553745;0,25145944;1,592576455
NC PR PP;1,43;0,82;1,23;1,16;0,310966236;0,868261466;-1,09336629;0,225104824;1,961627756;1,318471115
SP VM DA;1,23;0,95;2,04;1,406666667;0,566068312;-0,312094253;-0,8067342;1,118828453;0,494639948;1,925562653
NC VM DP;1,13;1,26;0,82;1,07;0,226053091;0,265424373;0,840510515;-1,105934888;0,575086142;1,946445403
DP NC RN;1,06;1,29;1,23;1,193333333;0,119303534;-1,117597512;0,810258197;0,307339316;1,927855709;0,502918881
VM SP NP;1,36;0,82;1,63;1,27;0,412431813;0,21821789;-1,091089451;0,872871561;1,309307341;1,963961012
VM VM VM;1,08;1,26;1,02;1,12;0,12489996;-0,320256308;1,120897077;-0,800640769;1,441153384;1,921537846
DD NC AQ;1,13;1,26;0,41;0,933333333;0,457857329;0,429537007;0,713468249;-1,143005257;0,283931242;1,856473506
DA NP AQ;0,66;1,63;2,04;1,443333333;0,708684227;-1,105334793;0,263398929;0,841935864;1,368733723;0,578536934
RN VM NC;1,08;1,29;0,62;0,996666667;0,342685473;0,243177315;0,85598415;-1,099161466;0,612806835;1,955145616
VM AQ NC;1,06;1,29;0,62;0,99;0,340440891;0,205615723;0,881210243;-1,086825967;0,67559452;1,96803621
DA AQ CC;1,18;0,99;1,23;1,133333333;0,126622799;0,368548689;-1,131970972;0,763422283;1,500519661;1,895393255
VM CC AQ;1,01;1,36;0,41;0,926666667;0,480451177;0,173448078;0,901930007;-1,075378085;0,728481929;1,977308092
SP DI AQ;1,03;1,22;0,82;1,023333333;0,200083316;0,033319453;0,982923867;-1,01624332;0,949604414;1,999167187
VM VM PP;1,28;0,99;0,21;0,826666667;0,553383532;0,81920279;0,295153946;-1,114356737;0,524048844;1,409510683
DA NC PP;1,16;1,09;0,62;0,956666667;0,293655127;0,692422216;0,454047355;-1,14646957;0,238374861;1,600516925
VM VM DP;1,13;1,16;0,41;0,9;0,424617475;0,541664;0,612315826;-1,153979826;0,070651826;1,766295653
CC VM NC;1,26;1,02;0,21;0,83;0,550181788;0,781559858;0,345340402;-1,12690026;0,436219455;1,472240662
CC VM DP;1,01;1,22;1,02;1,083333333;0,118462371;-0,619043269;1,153671546;-0,534628277;1,772714815;1,688299824
CS DA AQ;0,78;1,46;1,23;1,156666667;0,345880519;-1,089008042;0,876988777;0,212019265;1,965996819;0,664969512
VM RG AQ;1,26;0,85;1,02;1,043333333;0,205993527;1,051812984;-0,938540816;-0,113272167;1,9903538;0,825268649
RG AQ CC;1,08;1,19;0,21;0,826666667;0,536873666;0,471867684;0,676757599;-1,148625283;0,204889915;1,825382882
RG VM CC;1,01;1,19;0,82;1,006666667;0,185022521;0,018015825;0,990870366;-1,008886191;0,972854542;1,999756558
NC AQ PR;1,26;0,78;1,23;1,09;0,268886593;0,632236803;-1,152902405;0,520665602;1,785139208;1,673568007
DD NC VM;1,01;1,19;0,62;0,94;0,291376046;0,240239378;0,857997779;-1,098237157;0,617758401;1,956234936
DD NC SP;1,11;0,99;1,02;1,04;0,06244998;1,120897077;-0,800640769;-0,320256308;1,921537846;0,480384461
RG VM CS;0,91;1,32;0,62;0,95;0,351710108;-0,113730027;1,052002748;-0,938272721;1,165732775;1,990275469
PR RG VM;1,16;0,99;0,62;0,923333333;0,276103845;0,857165414;0,241455046;-1,09862046;0,615710368;1,340075506
DA NC RN;1,16;0,92;1,02;1,033333333;0,120554275;1,050702401;-0,940102148;-0,110600253;1,990804549;0,829501895
DA PR VM;1,18;0,78;1,63;1,196666667;0,425245027;-0,03919309;-0,979827252;1,019020342;0,940634162;1,998847594
SP DD AQ;1,11;1,09;0,41;0,87;0,398497177;0,602262736;0,552074175;-1,15433691;0,050188561;1,706411085
DA NC NC;1,16;0,82;1,43;1,136666667;0,305668666;0,076335379;-1,035980138;0,959644759;1,112315516;1,995624897
PP VM CS;1,06;1,02;1,02;1,033333333;0,023094011;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ NC RG;0,73;1,29;1,84;1,286666667;0,555007507;-1,002989436;0,006005925;0,996983511;1,00899536;0,990977586
SP NC RG;1,08;0,99;0,82;0,963333333;0,132035349;0,883601761;0,201966117;-1,085567877;0,681635644;1,287533994
VM DP AQ;0,78;1,49;0,21;0,826666667;0,641274772;-0,072771718;1,034397987;-0,961626269;1,107169705;1,996024256
SP VM PP;1,33;0,68;0,62;0,876666667;0,393742725;1,151344024;-0,499480128;-0,651863896;1,650824153;0,152383768
PR SP DA;1,28;0,72;0,62;0,873333333;0,355715242;1,143236552;-0,431056405;-0,712180147;1,574292957;0,281123742
VM NC VM;1,08;0,82;1,63;1,176666667;0,413561765;-0,233741789;-0,8624266;1,096168389;0,628684811;1,958594988
CS SP DP;0,98;1,05;1,02;1,016666667;0,035118846;-1,044073795;0,949157996;0,0949158;1,993231791;0,854242196
NC PR RG;1,18;0,88;0,41;0,823333333;0,388115103;0,918971366;0,146004797;-1,064976163;0,77296657;1,210980959
CS VM DP;0,81;1,36;0,62;0,93;0,384317577;-0,312241769;1,118866338;-0,806624569;1,431108107;1,925490907
VM NC AQ;0,81;1,22;1,43;1,153333333;0,315330514;-1,088804659;0,21141838;0,877386279;1,30022304;0,665967898
NC DA AQ;0,91;1,02;1,63;1,186666667;0,387857362;-0,713320653;-0,429711237;1,143031889;0,283609416;1,572743126
CS SP NC;0,93;1,02;1,43;1,126666667;0,266520793;-0,737903651;-0,40021893;1,138122581;0,337684722;1,538341511
NP SP DP;1,11;0,88;0,62;0,87;0,245153013;0,97898042;0,040790851;-1,019771271;0,938189569;1,060562121
RG SP NC;0,93;1,05;0,82;0,933333333;0,115036226;-0,028976379;1,014173279;-0,985196899;1,043149658;1,999370178
AQ SP NC;0,98;0,82;1,84;1,213333333;0,548573909;-0,425345299;-0,717010647;1,142355946;0,291665348;1,859366594
CS SP PP;1,01;1,02;0,41;0,813333333;0,349332697;0,562978124;0,591604131;-1,154582255;0,028626006;1,746186386
NC AQ NC;0,76;1,02;2,25;1,343333333;0,795885251;-0,732936478;-0,406256219;1,139192698;0,326680259;1,545448917
PR DA NC;0,96;0,85;1,43;1,08;0,308058436;-0,389536484;-0,746611594;1,136148078;0,35707511;1,882759672
VS DA NC;0,98;1,02;0,21;0,736666667;0,456544996;0,532988721;0,620603305;-1,153592026;0,087614584;1,774195331
AQ CS SP;0,96;0,95;0,62;0,843333333;0,193476958;0,603000315;0,551314574;-1,154314888;0,051685741;1,705629462
RG SP DP;0,81;1,16;0,62;0,863333333;0,27392213;-0,194702536;1,083032855;-0,88833032;1,277735391;1,971363175
VM CC DA;0,88;1,05;0,62;0,85;0,216564078;0,138527129;0,923514193;-1,062041322;0,784987064;1,985555515
RG RG VM;1,01;0,99;0;0,666666667;0,577436865;0,594581597;0,559945776;-1,154527372;0,034635821;1,714473148
P0 VM CC;0,71;1,16;1,23;1,033333333;0,282193787;-1,145784735;0,448864123;0,696920612;1,594648858;0,248056489
VM VM RG;0,98;0,95;0,21;0,713333333;0,436157464;0,611399984;0,542617486;-1,154017471;0,068782498;1,696634957
PR RN VM;1,08;0,75;0,62;0,816666667;0,237135685;1,11047535;-0,281133;-0,82934235;1,39160835;0,54820935
SP DP NP;0,83;0,85;2,04;1,24;0,692892488;-0,591722391;-0,562857884;1,154580276;0,028864507;1,71743816
AQ NP SP;0,76;0,99;1,84;1,196666667;0,568887804;-0,767579589;-0,363281943;1,130861532;0,404297646;1,494143475
SP VM NC;1,11;0,72;0,62;0,816666667;0,258907963;1,132963737;-0,37336305;-0,759600687;1,506326787;0,386237638
SP RG AQ;1,11;0,65;0,82;0,86;0,232594067;1,074833951;-0,902860519;-0,171973432;1,97769447;0,730887087
DI NC AQ;0,98;0,72;1,43;1,043333333;0,359212101;-0,176311804;-0,900118155;1,076429958;0,723806351;1,976548113
VM RG DA;0,98;0,85;0,62;0,816666667;0,182300119;0,895958458;0,182848665;-1,078807123;0,713109793;1,261655787
PP DA NC;0,93;0,92;0,62;0,823333333;0,176162803;0,605500506;0,548734834;-1,15423534;0,056765672;1,702970173
P0 VM DA;1,03;0,65;1,23;0,97;0,294618397;0,20365327;-1,086150773;0,882497503;1,289804043;1,968648277
NC VM AQ;0,63;1,29;0,62;0,846666667;0,383970485;-0,564279483;1,154602634;-0,590323151;1,718882117;1,744925785
PR VM CC;0,78;1,12;0,41;0,77;0,355105618;0,028160636;0,985622255;-1,013782891;0,957461619;1,999405145
AQ PP VM;0,71;1,12;0,82;0,883333333;0,212210587;-0,816798707;1,115244389;-0,298445682;1,932043096;1,41369007
CC SP AQ;0,81;0,99;0,82;0,873333333;0,101159939;-0,626071286;1,153289211;-0,527217925;1,779360497;1,680507136
PR VM DP;1,03;0,78;0,21;0,673333333;0,420277686;0,848645261;0,253800452;-1,102445713;0,594844809;1,356246165
VM CC RG;0,96;0,85;0,41;0,74;0,291032644;0,755928946;0,377964473;-1,133893419;0,377964473;1,511857892
NP VM DA;0,86;0,82;1,23;0,97;0,226053091;-0,486611351;-0,663560933;1,150172284;0,176949582;1,813733216
RN P0 VM;0,83;0,92;0,82;0,856666667;0,055075705;-0,484182026;1,149932312;-0,665750286;1,634114338;1,815682598
CC VM CC;0,88;0,95;0,21;0,68;0,408533964;0,48955538;0,660899763;-1,150455142;0,171344383;1,811354905
AQ NP VM;0,58;1,05;2,04;1,223333333;0,745273999;-0,863217198;-0,232576654;1,095793853;0,630640544;1,328370507
CC AQ VM;0,71;0,99;1,23;0,976666667;0,260256284;-1,024631039;0,051231552;0,973399487;1,075862591;0,922167935
VM PR VM;0,91;0,85;0,41;0,723333333;0,273007936;0,683740807;0,463966976;-1,147707783;0,219773831;1,611674759
VM SP RG;0,88;0,82;0,82;0,84;0,034641016;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RN VM CS;0,86;0,88;0,62;0,786666667;0,144683563;0,506853245;0,645085949;-1,151939194;0,138232703;1,797025143
SP NP AQ;0,93;0,78;0,62;0,776666667;0,155026879;0,989075791;0,021501648;-1,010577438;0,967574143;1,032079086
SP VM SP;0,78;0,75;2,04;1,19;0,736274405;-0,556857602;-0,597603281;1,154460883;0,040745678;1,752064163
AQ VM DA;0,61;1,05;1,43;1,03;0,410365691;-1,023477376;0,048737018;0,974740358;1,072214393;0,92600334
AQ NC PP;0,66;1,12;0,41;0,73;0,360138862;-0,194369471;1,082915622;-0,888546152;1,277285093;1,971461774
DA NP SP;0,76;0,75;1,84;1,116666667;0,626444996;-0,569350332;-0,585313426;1,154663758;0,015963093;1,739977183
VM VM CS;0,88;0,78;0,62;0,76;0,13114877;0,914991422;0,15249857;-1,067489992;0,762492852;1,219988563
VM CC NC;0,76;0,95;0,62;0,776666667;0,16563011;-0,100625826;1,046508593;-0,945882767;1,147134419;1,992391359
DA NC P0;0,78;0,95;0,21;0,646666667;0,38759945;0,343997737;0,782594851;-1,126592587;0,438597114;1,909187438
VM CS DA;0,66;0,82;2,04;1,173333333;0,754806819;-0,680085713;-0,468110945;1,148196658;0,211974768;1,616307603
NP PP VM;0,88;0,72;0,82;0,806666667;0,080829038;0,907264709;-1,072221928;0,16495722;1,979486637;1,237179148
AQ VM VM;0,66;0,95;1,23;0,946666667;0,28501462;-1,005796359;0,011695307;0,994101053;1,017491666;0,982405746
DP NC NC;0,83;0,78;0,82;0,81;0,026457513;0,755928946;-1,133893419;0,377964473;1,889822365;1,511857892
PP VM AQ;0,86;0,78;0,62;0,753333333;0,122202019;0,872871561;0,21821789;-1,091089451;0,654653671;1,309307341
NC SP DD;0,73;0,99;0,21;0,643333333;0,39715656;0,21821789;0,872871561;-1,091089451;0,654653671;1,963961012
VM DA NP;0,56;1,16;0,62;0,78;0,330454233;-0,665750286;1,149932312;-0,484182026;1,815682598;1,634114338
DP NC PP;0,83;0,85;0,21;0,63;0,363868108;0,54964971;0,604614681;-1,154264391;0,054964971;1,758879072
NC SP PP;0,78;0,82;0,82;0,806666667;0,023094011;-1,154700538;0,577350269;0,577350269;1,732050808;0
NP AQ CC;0,66;0,95;0,82;0,81;0,14525839;-1,032642586;0,963799747;0,068842839;1,996442333;0,894956908
NC RG SP;0,68;0,99;0,41;0,693333333;0,290229794;-0,045940608;1,022178538;-0,97623793;1,068119147;1,998416468
SP NP CC;0,83;0,75;0,62;0,733333333;0,105987421;0,912057922;0,157251366;-1,069309288;0,754806556;1,226560654
PR SP DP;0,93;0,55;0,82;0,766666667;0,195533458;0,835321662;-1,108079755;0,272758094;1,943401417;1,380837849
SP NC CS;0,66;0,92;0,82;0,8;0,13114877;-1,067489992;0,914991422;0,15249857;1,982481414;0,762492852
PR P0 VM;0,81;0,72;0,62;0,716666667;0,09504385;0,982002873;0,035071531;-1,017074405;0,946931342;1,052145936
NP CC SP;0,58;0,82;1,84;1,08;0,669029147;-0,747351594;-0,388622829;1,135974424;0,358728765;1,524597253
NP SP NC;0,63;0,68;2,25;1,186666667;0,921212969;-0,60427576;-0,549999494;1,154275254;0,054276266;1,704274748
RG RN VM;0,68;0,95;0,21;0,613333333;0,374477414;0,178025868;0,899030634;-1,077056502;0,721004766;1,976087136
RN VM RG;0,93;0,55;0,62;0,7;0,202237484;1,137276806;-0,741702265;-0,395574541;1,87897907;0,346127724
CC AQ CC;0,73;0,82;0,62;0,723333333;0,100166528;0,066555833;0,965059572;-1,031615405;0,89850374;1,996674977
SP NP DA;0,56;0,65;3,06;1,423333333;1,41810907;-0,608791913;-0,545327119;1,154119032;0,063464794;1,699446151
NC CS RG;0,73;0,78;0,82;0,776666667;0,045092498;-1,034909779;0,073922127;0,960987652;1,108831906;0,887065525
DD NC PR;1,08;0,38;0,21;0,556666667;0,46112182;1,1349134;-0,383123632;-0,751789768;1,518037033;0,368666136
NC CC CS;0,61;0,92;0,82;0,783333333;0,158219257;-1,095526148;0,863780232;0,231745916;1,95930638;0,632034316
CS RG VM;0,76;0,82;0,21;0,596666667;0,336204303;0,485815714;0,664278629;-1,150094342;0,178462915;1,814372971
VM VM NC;0,91;0,55;0,62;0,693333333;0,190875177;1,135122281;-0,750927047;-0,384195233;1,886049328;0,366731814
NC CS DA;0,73;0,82;0,41;0,653333333;0,215483951;0,35578829;0,773452805;-1,129241095;0,417664515;1,9026939
DP VM NC;0,68;0,82;0,62;0,706666667;0,102632029;-0,259827921;1,104268664;-0,844440743;1,364096585;1,948709407
CC VM CS;0,86;0,61;0,41;0,626666667;0,225462488;1,034909779;-0,073922127;-0,960987652;1,108831906;0,887065525
NC NC SP;0,78;0,68;0,62;0,693333333;0,080829038;1,072221928;-0,16495722;-0,907264709;1,237179148;0,742307489
CC RG AQ;0,66;0,92;0;0,526666667;0,474271371;0,281133;0,82934235;-1,11047535;0,54820935;1,9398177
AQ PR VM;0,78;0,61;0,82;0,736666667;0,111504858;0,388622829;-1,135974424;0,747351594;1,524597253;1,883326018
AQ DP NC;0,61;0,72;1,63;0,986666667;0,559851171;-0,672797855;-0,476317065;1,14911492;0,196480789;1,625431986
RN VM DP;0,83;0,55;0,82;0,733333333;0,158850034;0,608540421;-1,154128385;0,545587964;1,762668806;1,699716349
CS P0 VM;0,68;0,82;0,21;0,57;0,319530906;0,344254649;0,78239693;-1,126651579;0,438142281;1,909048509
NC AQ DA;0,73;0,68;0,62;0,676666667;0,055075705;0,968364052;0,060522753;-1,028886806;0,907841299;1,089409559
NC SP RG;0,81;0,55;0,82;0,726666667;0,1530795;0,544379445;-1,154084424;0,609704979;1,69846387;1,763789403
VS DP NC;0,76;0,61;0,82;0,73;0,108166538;0,277350098;-1,109400392;0,832050294;1,386750491;1,941450687
AQ CC RG;0,96;0,41;0,21;0,526666667;0,388372673;1,115766796;-0,300398753;-0,815368043;1,416165549;0,514969291
PP SP DA;0,78;0,65;0,21;0,546666667;0,298719489;0,781111851;0,345920963;-1,127032814;0,435190889;1,472953777
NC CC PP;0,91;0,51;0;0,473333333;0,456106713;0,957378294;0,080390544;-1,037768838;0,876987751;1,118159382
DA NC DP;0,68;0,61;1,23;0,84;0,339558537;-0,471200051;-0,677350074;1,148550125;0,206150022;1,825900199
VS RG AQ;0,76;0,55;1,02;0,776666667;0,235442845;-0,070788588;-0,962724803;1,033513391;0,891936214;1,996238194
VM RG CS;0,83;0,58;0,21;0,54;0,311929479;0,929697317;0,128234113;-1,05793143;0,801463205;1,186165543
PP PP VM;0,96;0,44;0;0,466666667;0,480555234;1,026590281;-0,055491367;-0,971098915;1,082081648;0,915607548
NC AQ AQ;0,68;0,78;0,21;0,556666667;0,304357246;0,405225553;0,733786812;-1,139012364;0,328561259;1,872799176
SP NC NC;0,73;0,58;1,02;0,776666667;0,223681321;-0,208630146;-0,879227044;1,08785719;0,670596898;1,967084235
DA NP VM;0,58;0,72;1,43;0,91;0,455741155;-0,724095238;-0,416903319;1,140998558;0,307191919;1,557901877
NP AQ VM;0,41;1,05;0,82;0,76;0,324191302;-1,079609472;0,894533563;0,18507591;1,974143035;0,709457653
VM CC PP;0,83;0,58;0,21;0,54;0,311929479;0,929697317;0,128234113;-1,05793143;0,801463205;1,186165543
RG AQ SP;0,78;0,48;1,02;0,76;0,270554985;0,073922127;-1,034909779;0,960987652;1,108831906;1,995897432
AQ NP CC;0,53;0,88;0,62;0,676666667;0,181750745;-0,806965972;1,118748279;-0,311782307;1,925714251;1,430530587
NP DP NC;0,71;0,68;0,41;0,6;0,165227116;0,665750286;0,484182026;-1,149932312;0,18156826;1,634114338
NC NP VM;0,58;0,75;1,02;0,783333333;0,221885857;-0,916387085;-0,150227391;1,066614476;0,766159694;1,216841867
SP VM DP;0,66;0,78;0,21;0,55;0,300499584;0,366057079;0,765392074;-1,131449154;0,399334995;1,896841228
CC VM RG;0,71;0,75;0;0,486666667;0,421939964;0,529301209;0,624101426;-1,153402636;0,094800217;1,777504062
NC SP DI;0,68;0,72;0,21;0,536666667;0,28360771;0,505392936;0,646432825;-1,151825761;0,141039889;1,798258586
DD NC CC;0,73;0,61;0,41;0,583333333;0,161658075;0,907264709;0,16495722;-1,072221928;0,742307489;1,237179148
VM PP DA;0,68;0,65;0,62;0,65;0,03;1;0;-1;1;1
SP PP DA;0,61;0,75;0,62;0,66;0,078102497;-0,6401844;1,152331919;-0,51214752;1,792516319;1,664479439
DI NC CC;0,61;0,78;0,41;0,6;0,185202592;0,053994925;0,971908645;-1,02590357;0,91791372;1,997812214
PR SP NC;0,66;0,65;0,82;0,71;0,09539392;-0,524142418;-0,628970902;1,15311332;0,104828484;1,782084222
DP NC DP;0,76;0,61;0,21;0,526666667;0,284312035;0,820694534;0,293105191;-1,113799725;0,527589344;1,406904916
NP VM CC;0,68;0,65;0,41;0,58;0,147986486;0,675737378;0,473016165;-1,148753543;0,202721214;1,621769708
RG AQ VM;0,66;0,61;0,82;0,696666667;0,109696551;-0,334255419;-0,790058263;1,124313682;0,455802844;1,914371945
NC CC RN;0,56;0,75;0,82;0,71;0,13453624;-1,114941219;0,297317658;0,817623561;1,412258878;0,520305902
VM P0 SP;0,61;0,75;0,41;0,59;0,170880075;0,117041147;0,936329178;-1,053370325;0,81928803;1,989699502
DA NP CC;0,38;0,68;2,65;1,236666667;1,233139624;-0,694703706;-0,451422252;1,146125958;0,243281453;1,59754821
VM CS RN;0,81;0,41;0,82;0,68;0,233880311;0,555839862;-1,154436637;0,598596775;1,710276499;1,753033412
AQ AQ NC;0,58;0,75;0,62;0,65;0,088881944;-0,787561531;1,125087901;-0,33752637;1,912649432;1,462614271
VM SP PR;0,66;0,58;1,02;0,753333333;0,234378611;-0,398216087;-0,739544161;1,137760248;0,341328074;1,877304409
PR VM RG;0,58;0,82;0,21;0,536666667;0,307300071;0,141013093;0,922008683;-1,063021776;0,78099559;1,985030459
RG P0 VM;0,68;0,58;0,62;0,626666667;0,05033223;1,059625886;-0,92717265;-0,132453236;1,986798536;0,794719414
CS VM RG;0,61;0,78;0;0,463333333;0,410162569;0,357581792;0,772051597;-1,129633389;0,414469805;1,901684986
NC SP CS;0,66;0,58;0,82;0,686666667;0,122202019;-0,21821789;-0,872871561;1,091089451;0,654653671;1,963961012
NP VM VM;0,63;0,38;2,25;1,086666667;1,015201129;-0,449828761;-0,696085383;1,145914144;0,246256621;1,841999527
VM P0 VM;0,68;0,61;0,41;0,566666667;0,140118997;0,808836316;0,309260944;-1,11809726;0,499575371;1,427358204
VM VM AQ;0,53;0,78;0,62;0,643333333;0,126622799;-0,895046815;1,079321159;-0,184274344;1,974367974;1,263595504
CC VM PP;0,56;0,72;0,82;0,7;0,13114877;-1,067489992;0,15249857;0,914991422;1,219988563;0,762492852
AQ NC NC;0,56;0,61;1,23;0,8;0,373229152;-0,643036587;-0,509070631;1,152107218;0,133965956;1,661177849
AQ NC RN;0,58;0,72;0,41;0,57;0,155241747;0,064415663;0,96623494;-1,030650602;0,901819277;1,996885542
VM CS PP;0,83;0,38;0,41;0,54;0,251594913;1,152646519;-0,635942907;-0,516703612;1,788589425;0,119239295
VM CS RG;0,73;0,48;0,62;0,61;0,125299641;0,957704261;-1,03751295;0,079808688;1,995217211;1,117321638
NP AQ SP;0,56;0,65;1,02;0,743333333;0,243789527;-0,752014805;-0,382843901;1,134858705;0,369170904;1,517702606
RG AQ CS;0,71;0,44;0,82;0,656666667;0,195533458;0,272758094;-1,108079755;0,835321662;1,380837849;1,943401417
