Relacion; Herrera (freq. relat.); P2 (freq. relat.);Pacheco (freq. relat.);Media;SD;Herrera (z-score);P2 (z-score);Pacheco;P2vsHerrera;P2vsPacheco
NC NC CS;0,06;0,07;0,21;0,113333333;0,083864971;-0,635942907;-0,516703612;1,152646519;0,119239295;1,66935013
NC NC DA;0,06;0;0,62;0,226666667;0,341955163;-0,487393333;-0,662854934;1,150248267;0,1754616;1,8131032
NC SP PD;0,06;0,11;0;0,056666667;0,055075705;0,060522753;0,968364052;-1,028886806;0,907841299;1,997250858
PI SP DP;0,06;0,07;0,21;0,113333333;0,083864971;-0,635942907;-0,516703612;1,152646519;0,119239295;1,66935013
PI SP DA;0,06;0,07;0,21;0,113333333;0,083864971;-0,635942907;-0,516703612;1,152646519;0,119239295;1,66935013
VS SP VM;0,06;0,11;0;0,056666667;0,055075705;0,060522753;0,968364052;-1,028886806;0,907841299;1,997250858
DP AO NC;0,06;0,07;0,21;0,113333333;0,083864971;-0,635942907;-0,516703612;1,152646519;0,119239295;1,66935013
P0 DA AQ;0,11;0,04;0;0,05;0,055677644;1,077631812;-0,179605302;-0,89802651;1,257237114;0,718421208
NC PD PR;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
SP NP DP;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
CS PD VM;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
CS CS RN;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
NP RG SP;0,03;0,14;0;0,056666667;0,073711148;-0,361772505;1,130539079;-0,768766574;1,492311584;1,899305653
RG RG CS;0,11;0,04;0;0,05;0,055677644;1,077631812;-0,179605302;-0,89802651;1,257237114;0,718421208
NC AQ I;0,11;0,04;0;0,05;0,055677644;1,077631812;-0,179605302;-0,89802651;1,257237114;0,718421208
VM SP PD;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
PP NP SP;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
RN VS DP;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
CS NP CC;0,03;0;0,82;0,283333333;0,46500896;-0,544792369;-0,609307255;1,154099624;0,064514886;1,76340688
CC VM VS;0,06;0,07;0,21;0,113333333;0,083864971;-0,635942907;-0,516703612;1,152646519;0,119239295;1,66935013
CC I AQ;0,06;0,11;0;0,056666667;0,055075705;0,060522753;0,968364052;-1,028886806;0,907841299;1,997250858
SP PI SP;0,08;0,04;0,21;0,11;0,088881944;-0,33752637;-0,787561531;1,125087901;0,45003516;1,912649432
PR VM P0;0,08;0,07;0;0,05;0,043588989;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
CC VM PT;0,08;0,04;0,21;0,11;0,088881944;-0,33752637;-0,787561531;1,125087901;0,45003516;1,912649432
PP DD NC;0,08;0;0,41;0,163333333;0,217332311;-0,383437387;-0,751537278;1,134974665;0,368099891;1,886511943
NC AP NP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
SP AQ PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AQ VS CC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC PP RN;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS NP RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
PT VS RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AQ VS CS;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CS PI PR;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NP VM DD;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC PP VA;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PT VS VM;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
P0 VM PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
SP AQ RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC DI DP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NP CS RN;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
CC DT NC;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
AQ PR VS;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PD VM NC;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NP VM NP;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
VM DT NC;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CS VM P0;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
CS AQ CC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CS VM PR;0,03;0,04;0,41;0,16;0,216564078;-0,600284226;-0,554108516;1,154392741;0,04617571;1,708501257
CC DA RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC PP CS;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
RG DA PR;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PI VM DA;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
PI VM CS;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
NC AP VS;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
VS VM PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CS PI VM;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PP CC RG;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DI NP AQ;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
RG DA RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PR P0 PP;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NC PP PP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
DD VM NC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NP NP VM;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PP RN VS;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RG NP AP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PT DP NC;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
SP RG P0;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
PT SP DA;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DD NP PR;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
PP RN PP;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
PI CS VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PP NC DA;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AP VM VM;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NP VM PR;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA SP DA;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RG DD AQ;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NP VM RN;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
PD CS VM;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC CC PT;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
NP AQ P0;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
RG VM PT;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
I DP NC;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PR RG RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CS RG CS;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CC RG PR;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RN PP NC;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
PR RG VS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PP PR PP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PD VS NC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PR RG SP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG CS CS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PD VS AQ;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
SP DA Z;0,06;0;0,41;0,156666667;0,221434716;-0,436547026;-0,707507249;1,144054276;0,270960223;1,851561525
NP CC CS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
AQ PP VS;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC DI SP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM PT PP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PD PR RG;0,06;0;0,41;0,156666667;0,221434716;-0,436547026;-0,707507249;1,144054276;0,270960223;1,851561525
RG CS P0;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
SP VA VM;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA CC VM;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NC RG DP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I PR VM;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
DP RG AQ;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VS DI NC;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA NC VA;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AP P0 VM;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM AQ DI;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
VM VM PI;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NP RN PP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NC DI VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NC RG NP;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
VM NP PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PD SP PR;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VS RG NC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
VS DI DP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RG CC RN;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
RG RN VS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
SP NP I;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM P0 PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RG CC PP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
VM AQ PP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
DI NC PT;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NP VS RG;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DI NC NP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PI AQ NC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
P0 SP DI;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CC PP VS;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS AQ PR;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
RG VS DP;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
RG NC VS;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
CS VA VM;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP VS AQ;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
NP CS DP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP VS DA;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NP CS PP;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
PR PP NC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
AQ RN VS;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
VS AQ RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
RG NC RN;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RN VM I;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC CC RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
SP DP AO;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
RG VM I;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
VM VS NP;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM DP VM;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC SP PD;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC SP PI;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
CC SP PT;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
VM NC DD;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PT SP;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
CC RN P0;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
PP AQ VS;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ DI AQ;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP SP Z;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NC NP RN;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
DA NP PP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NP AP CC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC PI CS;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS PP DA;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
SP NC PD;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
I NC I;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CC PD PR;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
AQ AQ CS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CC CS P0;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
DA PI VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CS DP VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
DP NP RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CC PR RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC PT VS;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR NC VS;0,06;0;0,41;0,156666667;0,221434716;-0,436547026;-0,707507249;1,144054276;0,270960223;1,851561525
PT RG VM;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
NC DI DA;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
SP VS NC;0,03;0,04;0,41;0,16;0,216564078;-0,600284226;-0,554108516;1,154392741;0,04617571;1,708501257
DI DA NP;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
RG PP NC;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NC P0 VA;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CC NC NP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NP I AQ;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PR NC PP;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
VM PD VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PR NC RG;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NC VS AP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
AP SP NC;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP CS P0;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VS PD DP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CC I PR;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
AQ VM VS;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NP AQ RN;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NC VS DD;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PP CS DP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
CC NP CS;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS PR VM;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
I RG VM;0,06;0;0,41;0,156666667;0,221434716;-0,436547026;-0,707507249;1,144054276;0,270960223;1,851561525
PP VS VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
CS NC RG;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC PR VA;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
DP NC PI;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PP VS RG;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
PI SP NC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
AP CC AQ;0;0,14;0;0,046666667;0,080829038;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ PT VM;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PP CS VS;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AP SP DA;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VS NC VS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NC CS CC;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
PT AQ NC;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
Z NC P0;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NC PR CC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC PD SP;0;0,11;0,21;0,106666667;0,105039675;-1,015489306;0,031734041;0,983755265;1,047223346;0,952021224
NC NC VS;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
NP RG CS;0,06;0;0,41;0,156666667;0,221434716;-0,436547026;-0,707507249;1,144054276;0,270960223;1,851561525
VM I RG;0,06;0,04;0,21;0,103333333;0,092915732;-0,466372402;-0,681621203;1,147993605;0,215248801;1,829614809
PI CC VM;0,03;0,07;0,21;0,103333333;0,094516313;-0,775880177;-0,352672808;1,128552985;0,42320737;1,481225793
PP VM P0;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PP VM PD;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VM RN DA;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
PP VM PT;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
AQ P0 PP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
VS RN VM;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
PP NP AP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VA PR VM;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NC CS PR;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
VS NC CS;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
SP PT AQ;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CS CS VS;0,11;0;0;0,036666667;0,06350853;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG RG CC;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
NP RG RG;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CS NP AQ;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
NC VS PR;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
NC VS PD;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
CC NP PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
SP NP VS;0,08;0;0,21;0,096666667;0,105987421;-0,157251366;-0,912057922;1,069309288;0,754806556;1,981367211
PR NP PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
DT NC PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
SP PI PP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
RG RG RN;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
SP PT SP;0,08;0,04;0;0,04;0,04;1;0;-1;1;1
DT NC SP;0,06;0,07;0;0,043333333;0,037859389;0,440225453;0,704360725;-1,144586178;0,264135272;1,848946903
PT VM PP;0,03;0,11;0;0,046666667;0,056862407;-0,293105191;1,113799725;-0,820694534;1,406904916;1,93449426
DA AP CC;0,03;0,07;0;0,033333333;0,035118846;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
NC AP NC;0,03;0,07;0;0,033333333;0,035118846;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
AQ NC PD;0,06;0,04;0;0,033333333;0,030550505;0,872871561;0,21821789;-1,091089451;0,654653671;1,309307341
NC AP P0;0,08;0;0;0,026666667;0,046188022;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RG P0;0,06;0,04;0;0,033333333;0,030550505;0,872871561;0,21821789;-1,091089451;0,654653671;1,309307341
PI VM VS;0,06;0;0,21;0,09;0,108166538;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
PR RG NP;0,03;0,04;0,21;0,093333333;0,101159939;-0,626071286;-0,527217925;1,153289211;0,098853361;1,680507136
P0 VM PD;0,08;0;0;0,026666667;0,046188022;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM DI VM;0,06;0,04;0;0,033333333;0,030550505;0,872871561;0,21821789;-1,091089451;0,654653671;1,309307341
PR DI NC;0,08;0;0;0,026666667;0,046188022;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS DD AQ;0;0,11;0;0,036666667;0,06350853;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS DA AO;0,03;0,07;0;0,033333333;0,035118846;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
